timestamp,open,low,high,close,volume
2021-11-01 13:30:00,322,322,322,322,0
2021-11-01 13:31:00,322,322,322,322,0
2021-11-01 13:32:00,322,322,322,322,0
2021-11-01 13:33:00,320,320,320,320,500
2021-11-01 13:34:00,318,318,318,318,1050800
2021-11-01 13:35:00,318,318,318,318,0
2021-11-01 13:36:00,320,320,320,320,500
2021-11-01 13:37:00,320,320,320,320,0
2021-11-01 13:38:00,320,320,320,320,200
2021-11-01 13:39:00,320,320,320,320,0
2021-11-01 13:40:00,320,320,320,320,0
2021-11-01 13:41:00,320,320,320,320,0
2021-11-01 13:42:00,320,320,320,320,0
2021-11-01 13:43:00,320,320,320,320,1000
2021-11-01 13:44:00,320,320,320,320,0
2021-11-01 13:45:00,320,320,320,320,4500
2021-11-01 13:46:00,320,320,320,320,0
2021-11-01 13:47:00,320,320,320,320,0
2021-11-01 13:48:00,320,320,320,320,0
2021-11-01 13:49:00,318,318,318,318,3000
2021-11-01 13:50:00,318,318,318,318,0
2021-11-01 13:51:00,320,320,320,320,100
2021-11-01 13:52:00,320,320,320,320,120000
2021-11-01 13:53:00,320,320,320,320,4000
2021-11-01 13:54:00,320,320,320,320,10000
2021-11-01 13:55:00,320,320,320,320,0
2021-11-01 13:56:00,320,320,320,320,0
2021-11-01 13:57:00,320,320,320,320,0
2021-11-01 13:58:00,320,320,320,320,100000
2021-11-01 13:59:00,320,320,320,320,0
2021-11-01 14:00:00,320,320,320,320,3900
2021-11-01 14:01:00,320,320,320,320,1000
2021-11-01 14:02:00,320,320,320,320,0
2021-11-01 14:03:00,320,320,320,320,0
2021-11-01 14:04:00,320,320,320,320,0
2021-11-01 14:05:00,320,320,320,320,0
2021-11-01 14:06:00,320,320,320,320,0
2021-11-01 14:07:00,320,320,320,320,150000
2021-11-01 14:08:00,320,320,320,320,0
2021-11-01 14:09:00,320,320,320,320,600
2021-11-01 14:10:00,318,318,318,318,1000
2021-11-01 14:11:00,318,318,320,320,15100
2021-11-01 14:12:00,320,320,320,320,1000
2021-11-01 14:13:00,320,320,320,320,0
2021-11-01 14:14:00,320,320,320,320,3000
2021-11-01 14:15:00,320,320,320,320,0
2021-11-01 14:16:00,320,320,320,320,0
2021-11-01 14:17:00,320,320,320,320,0
2021-11-01 14:18:00,320,320,320,320,0
2021-11-01 14:19:00,320,320,320,320,0
2021-11-01 14:20:00,320,320,320,320,500
2021-11-01 14:21:00,320,320,320,320,0
2021-11-01 14:22:00,320,320,320,320,0
2021-11-01 14:23:00,320,320,320,320,0
2021-11-01 14:24:00,320,320,320,320,0
2021-11-01 14:25:00,320,320,320,320,0
2021-11-01 14:26:00,320,320,320,320,0
2021-11-01 14:27:00,320,320,320,320,100
2021-11-01 14:28:00,320,320,320,320,0
2021-11-01 14:29:00,320,320,320,320,0
2021-11-01 14:30:00,320,320,320,320,100
2021-11-01 14:31:00,320,320,320,320,1000
2021-11-01 14:32:00,320,320,320,320,0
2021-11-01 14:33:00,320,320,320,320,0
2021-11-01 14:34:00,320,320,320,320,0
2021-11-01 14:35:00,318,318,318,318,700
2021-11-01 14:36:00,318,318,318,318,0
2021-11-01 14:37:00,318,318,318,318,0
2021-11-01 14:38:00,320,320,320,320,300
2021-11-01 14:39:00,320,320,320,320,0
2021-11-01 14:40:00,320,320,320,320,3000
2021-11-01 14:41:00,320,320,320,320,0
2021-11-01 14:42:00,320,320,320,320,0
2021-11-01 14:43:00,320,320,320,320,0
2021-11-01 14:44:00,318,318,318,318,100
2021-11-01 14:45:00,318,318,318,318,0
2021-11-01 14:46:00,318,318,318,318,0
2021-11-01 14:47:00,318,318,318,318,0
2021-11-01 14:48:00,318,318,318,318,0
2021-11-01 14:49:00,318,318,318,318,0
2021-11-01 14:50:00,318,318,318,318,0
2021-11-01 14:51:00,318,318,318,318,0
2021-11-01 14:52:00,318,318,318,318,0
2021-11-01 14:53:00,318,318,318,318,0
2021-11-01 14:54:00,318,318,318,318,0
2021-11-01 14:55:00,318,318,318,318,0
2021-11-01 14:56:00,318,318,318,318,0
2021-11-01 14:57:00,318,318,318,318,0
2021-11-01 14:58:00,318,318,318,318,0
2021-11-01 14:59:00,318,318,318,318,0
2021-11-01 15:00:00,318,318,318,318,147600
2021-11-01 15:01:00,318,318,318,318,0
2021-11-01 15:02:00,318,318,318,318,0
2021-11-01 15:03:00,318,318,318,318,0
2021-11-01 15:04:00,318,318,318,318,0
2021-11-01 15:05:00,318,318,318,318,0
2021-11-01 15:06:00,318,318,318,318,0
2021-11-01 15:07:00,318,318,318,318,0
2021-11-01 15:08:00,318,318,318,318,0
2021-11-01 15:09:00,318,318,318,318,0
2021-11-01 15:10:00,318,318,318,318,100
2021-11-01 15:11:00,318,318,318,318,0
2021-11-01 15:12:00,318,318,318,318,0
2021-11-01 15:13:00,318,318,318,318,0
2021-11-01 15:14:00,318,318,318,318,0
2021-11-01 15:15:00,318,318,318,318,0
2021-11-01 15:16:00,318,318,318,318,0
2021-11-01 15:17:00,318,318,318,318,0
2021-11-01 15:18:00,318,318,318,318,0
2021-11-01 15:19:00,318,318,318,318,0
2021-11-01 15:20:00,318,318,318,318,0
2021-11-01 15:21:00,318,318,318,318,0
2021-11-01 15:22:00,318,318,318,318,0
2021-11-01 15:23:00,318,318,318,318,0
2021-11-01 15:24:00,318,318,318,318,0
2021-11-01 15:25:00,318,318,318,318,0
2021-11-01 15:26:00,318,318,318,318,0
2021-11-01 15:27:00,318,318,318,318,0
2021-11-01 15:28:00,318,318,318,318,0
2021-11-01 15:29:00,318,318,318,318,0
2021-11-01 15:30:00,318,318,318,318,0
2021-11-01 15:31:00,318,318,318,318,0
2021-11-01 15:32:00,318,318,318,318,0
2021-11-01 15:33:00,318,318,318,318,0
2021-11-01 15:34:00,318,318,318,318,0
2021-11-01 15:35:00,318,318,318,318,0
2021-11-01 15:36:00,318,318,318,318,0
2021-11-01 15:37:00,318,318,318,318,0
2021-11-01 15:38:00,318,318,318,318,0
2021-11-01 15:39:00,318,318,318,318,0
2021-11-01 15:40:00,318,318,318,318,0
2021-11-01 15:41:00,318,318,318,318,0
2021-11-01 15:42:00,318,318,318,318,0
2021-11-01 15:43:00,318,318,318,318,0
2021-11-01 15:44:00,318,318,318,318,0
2021-11-01 15:45:00,318,318,318,318,0
2021-11-01 15:46:00,318,318,318,318,0
2021-11-01 15:47:00,318,318,318,318,0
2021-11-01 15:48:00,318,318,318,318,0
2021-11-01 15:49:00,318,318,318,318,0
2021-11-01 15:50:00,318,318,318,318,0
2021-11-01 15:51:00,318,318,318,318,0
2021-11-01 15:52:00,318,318,318,318,0
2021-11-01 15:53:00,318,318,318,318,0
2021-11-01 15:54:00,318,318,318,318,0
2021-11-01 15:55:00,318,318,318,318,0
2021-11-01 15:56:00,318,318,318,318,0
2021-11-01 15:57:00,318,318,318,318,0
2021-11-01 15:58:00,318,318,318,318,0
2021-11-01 15:59:00,318,318,318,318,0
2021-11-02 09:00:00,320,318,320,318,0
2021-11-02 09:01:00,318,318,318,318,300
2021-11-02 09:02:00,318,318,318,318,200
2021-11-02 09:03:00,318,318,318,318,3000
2021-11-02 09:04:00,318,318,318,318,100
2021-11-02 09:05:00,318,318,318,318,11000
2021-11-02 09:06:00,318,318,318,318,7300
2021-11-02 09:07:00,318,318,318,318,1500
2021-11-02 09:08:00,318,318,318,318,0
2021-11-02 09:09:00,318,318,318,318,0
2021-11-02 09:10:00,318,318,318,318,100
2021-11-02 09:11:00,318,318,318,318,0
2021-11-02 09:12:00,320,320,320,320,200
2021-11-02 09:13:00,320,320,320,320,100
2021-11-02 09:14:00,320,320,320,320,100
2021-11-02 09:15:00,320,320,320,320,10000
2021-11-02 09:16:00,320,320,320,320,0
2021-11-02 09:17:00,320,320,320,320,0
2021-11-02 09:18:00,320,320,320,320,0
2021-11-02 09:19:00,318,318,318,318,38100
2021-11-02 09:20:00,318,318,318,318,0
2021-11-02 09:21:00,318,318,318,318,0
2021-11-02 09:22:00,318,318,318,318,0
2021-11-02 09:23:00,318,318,318,318,0
2021-11-02 09:24:00,320,320,320,320,3000
2021-11-02 09:25:00,320,320,320,320,0
2021-11-02 09:26:00,320,320,320,320,500
2021-11-02 09:27:00,320,320,320,320,69200
2021-11-02 09:28:00,320,318,320,318,37400
2021-11-02 09:29:00,320,318,320,318,0
2021-11-02 09:30:00,320,318,320,318,0
2021-11-02 09:31:00,320,318,320,318,0
2021-11-02 09:32:00,320,318,320,318,0
2021-11-02 09:33:00,320,318,320,318,0
2021-11-02 09:34:00,320,318,320,318,0
2021-11-02 09:35:00,320,318,320,318,0
2021-11-02 09:36:00,320,318,320,318,0
2021-11-02 09:37:00,318,318,318,318,3400
2021-11-02 09:38:00,318,318,318,318,0
2021-11-02 09:39:00,320,320,320,320,800
2021-11-02 09:40:00,320,320,320,320,1000
2021-11-02 09:41:00,320,320,320,320,0
2021-11-02 09:42:00,320,320,320,320,0
2021-11-02 09:43:00,320,320,320,320,200
2021-11-02 09:44:00,320,320,320,320,0
2021-11-02 09:45:00,320,320,320,320,500
2021-11-02 09:46:00,320,320,320,320,0
2021-11-02 09:47:00,320,320,320,320,2800
2021-11-02 09:48:00,320,320,320,320,0
2021-11-02 09:49:00,320,320,320,320,0
2021-11-02 09:50:00,320,320,320,320,0
2021-11-02 09:51:00,320,320,320,320,0
2021-11-02 09:52:00,320,320,320,320,0
2021-11-02 09:53:00,320,320,320,320,2200
2021-11-02 09:54:00,320,320,320,320,0
2021-11-02 09:55:00,320,320,320,320,0
2021-11-02 09:56:00,320,320,320,320,0
2021-11-02 09:57:00,320,320,320,320,0
2021-11-02 09:58:00,320,320,320,320,0
2021-11-02 09:59:00,320,320,320,320,0
2021-11-02 10:00:00,320,320,320,320,0
2021-11-02 10:01:00,320,320,320,320,0
2021-11-02 10:02:00,320,320,320,320,0
2021-11-02 10:03:00,320,320,320,320,1000
2021-11-02 10:04:00,318,318,318,318,100
2021-11-02 10:05:00,318,318,318,318,0
2021-11-02 10:06:00,320,318,320,318,1100
2021-11-02 10:07:00,320,318,320,318,0
2021-11-02 10:08:00,320,318,320,318,0
2021-11-02 10:09:00,320,318,320,318,0
2021-11-02 10:10:00,320,318,320,318,0
2021-11-02 10:11:00,320,318,320,318,0
2021-11-02 10:12:00,320,318,320,318,0
2021-11-02 10:13:00,320,318,320,318,0
2021-11-02 10:14:00,320,318,320,318,0
2021-11-02 10:15:00,320,318,320,318,0
2021-11-02 10:16:00,320,318,320,318,0
2021-11-02 10:17:00,320,318,320,318,0
2021-11-02 10:18:00,320,320,320,320,2500
2021-11-02 10:19:00,320,320,320,320,4400
2021-11-02 10:20:00,320,320,320,320,600
2021-11-02 10:21:00,320,320,320,320,0
2021-11-02 10:22:00,318,318,318,318,20000
2021-11-02 10:23:00,318,318,318,318,200
2021-11-02 10:24:00,318,318,318,318,0
2021-11-02 10:25:00,318,318,318,318,10000
2021-11-02 10:26:00,318,318,318,318,0
2021-11-02 10:27:00,318,318,318,318,0
2021-11-02 10:28:00,318,318,318,318,0
2021-11-02 10:29:00,318,318,318,318,0
2021-11-02 10:30:00,318,318,318,318,0
2021-11-02 10:31:00,318,318,318,318,0
2021-11-02 10:32:00,318,318,318,318,0
2021-11-02 10:33:00,318,318,318,318,3200
2021-11-02 10:34:00,318,318,318,318,0
2021-11-02 10:35:00,318,318,318,318,0
2021-11-02 10:36:00,318,318,318,318,0
2021-11-02 10:37:00,318,318,318,318,0
2021-11-02 10:38:00,318,318,318,318,0
2021-11-02 10:39:00,318,318,318,318,0
2021-11-02 10:40:00,318,318,318,318,0
2021-11-02 10:41:00,318,318,318,318,0
2021-11-02 10:42:00,318,318,318,318,0
2021-11-02 10:43:00,318,318,318,318,0
2021-11-02 10:44:00,318,318,318,318,0
2021-11-02 10:45:00,318,318,318,318,0
2021-11-02 10:46:00,318,318,318,318,3400
2021-11-02 10:47:00,318,318,318,318,0
2021-11-02 10:48:00,318,318,318,318,100
2021-11-02 10:49:00,318,318,318,318,0
2021-11-02 10:50:00,318,318,318,318,0
2021-11-02 10:51:00,318,318,318,318,0
2021-11-02 10:52:00,318,318,318,318,100000
2021-11-02 10:53:00,318,318,318,318,0
2021-11-02 10:54:00,318,318,318,318,0
2021-11-02 10:55:00,318,318,318,318,0
2021-11-02 10:56:00,318,318,318,318,0
2021-11-02 10:57:00,318,318,318,318,0
2021-11-02 10:58:00,318,318,318,318,0
2021-11-02 10:59:00,318,318,318,318,0
2021-11-02 11:00:00,318,318,318,318,0
2021-11-02 11:01:00,318,318,318,318,49600
2021-11-02 11:02:00,318,318,318,318,100
2021-11-02 11:03:00,318,318,318,318,300
2021-11-02 11:04:00,320,320,320,320,9700
2021-11-02 11:05:00,320,320,320,320,0
2021-11-02 11:06:00,320,320,320,320,0
2021-11-02 11:07:00,320,320,320,320,10300
2021-11-02 11:08:00,320,320,320,320,0
2021-11-02 11:09:00,320,320,320,320,0
2021-11-02 11:10:00,320,320,320,320,0
2021-11-02 11:11:00,320,320,322,320,9900
2021-11-02 11:12:00,320,320,322,320,0
2021-11-02 11:13:00,318,318,318,318,3500
2021-11-02 11:14:00,318,318,318,318,0
2021-11-02 11:15:00,320,320,320,320,300
2021-11-02 11:16:00,320,320,320,320,0
2021-11-02 11:17:00,320,320,320,320,0
2021-11-02 11:18:00,320,320,320,320,0
2021-11-02 11:19:00,320,320,320,320,0
2021-11-02 11:20:00,320,320,320,320,0
2021-11-02 11:21:00,320,320,320,320,500
2021-11-02 11:22:00,320,320,320,320,0
2021-11-02 11:23:00,320,320,320,320,0
2021-11-02 11:24:00,320,320,320,320,1500
2021-11-02 11:25:00,320,320,320,320,0
2021-11-02 11:26:00,320,320,320,320,0
2021-11-02 11:27:00,320,320,320,320,0
2021-11-02 11:28:00,320,320,320,320,0
2021-11-02 11:29:00,320,320,320,320,0
2021-11-02 11:30:00,320,320,320,320,0
2021-11-02 11:31:00,320,320,320,320,0
2021-11-02 11:32:00,320,320,320,320,0
2021-11-02 11:33:00,320,320,320,320,0
2021-11-02 11:34:00,320,320,320,320,0
2021-11-02 11:35:00,320,320,320,320,0
2021-11-02 11:36:00,320,320,320,320,0
2021-11-02 11:37:00,320,320,320,320,0
2021-11-02 11:38:00,320,320,320,320,0
2021-11-02 11:39:00,320,320,320,320,0
2021-11-02 11:40:00,320,320,320,320,0
2021-11-02 11:41:00,320,320,320,320,0
2021-11-02 11:42:00,320,320,320,320,0
2021-11-02 11:43:00,320,320,320,320,0
2021-11-02 11:44:00,320,320,320,320,0
2021-11-02 11:45:00,320,320,320,320,0
2021-11-02 11:46:00,320,320,320,320,0
2021-11-02 11:47:00,320,320,320,320,0
2021-11-02 11:48:00,320,320,320,320,0
2021-11-02 11:49:00,320,320,320,320,0
2021-11-02 11:50:00,320,320,320,320,0
2021-11-02 11:51:00,320,320,320,320,0
2021-11-02 11:52:00,320,320,320,320,0
2021-11-02 11:53:00,320,320,320,320,0
2021-11-02 11:54:00,320,320,320,320,0
2021-11-02 11:55:00,320,320,320,320,0
2021-11-02 11:56:00,320,320,320,320,0
2021-11-02 11:57:00,320,320,320,320,0
2021-11-02 11:58:00,320,320,320,320,0
2021-11-02 11:59:00,320,320,320,320,0
2021-11-02 12:00:00,320,320,320,320,0
2021-11-02 12:01:00,320,320,320,320,0
2021-11-02 12:02:00,320,320,320,320,0
2021-11-02 12:03:00,320,320,320,320,0
